date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
4/1/2020,MT,5,,1,,17,17,,3,,,4710,476,,,,,,208,,24,0,,,,,,,,0,4918,500,,,,,,0,4845,960
3/31/2020,MT,4,,0,,14,14,,4,,,4234,91,,,,,,184,,13,0,,,,,,,,0,4418,104,,,,,,0,3885,0
3/30/2020,MT,4,,3,,10,10,,2,,,4143,0,,,,,,171,,17,0,,,,,,,,0,4314,17,,,,,,0,3885,0
3/29/2020,MT,1,,0,,8,8,,1,,,4143,887,,,,,,154,,25,0,,,,,,,,0,4297,912,,,,,,0,3885,468
3/28/2020,MT,1,,1,,7,7,,0,,,3256,666,,,,,,129,,21,0,,,,,,,,0,3385,687,,,,,,0,3417,3417
3/27/2020,MT,,,0,,7,7,,6,,,2590,462,,,,,,108,,37,0,,,,,,,,0,2698,499,,,,,,0,,0
3/26/2020,MT,,,0,,1,1,,1,,,2128,180,,,,,,71,,18,0,,,,,,,,0,2199,198,,,,,,0,,0
3/25/2020,MT,,,0,,,,,0,,,1948,305,,,,,,53,,7,0,,,,,,,,0,2001,312,,,,,,0,,0
3/24/2020,MT,,,0,,,,,0,,,1643,497,,,,,,46,,12,0,,,,,,,,0,1689,509,,,,,,0,,0
3/23/2020,MT,,,0,,,,,0,,,1146,0,,,,,,34,,3,0,,,,,,,,0,1180,3,,,,,,0,,0
3/22/2020,MT,,,0,,,,,0,,,1146,0,,,,,,31,,11,0,,,,,,,,0,1177,11,,,,,,0,,0
3/21/2020,MT,,,0,,,,,0,,,1146,215,,,,,,20,,4,0,,,,,,,,0,1166,219,,,,,,0,,0
3/20/2020,MT,,,0,,,,,0,,,931,170,,,,,,16,,4,0,,,,,,,,0,947,174,,,,,,0,,0
3/19/2020,MT,,,0,,,,,0,,,761,262,,,,,,12,,2,0,,,,,,,,0,773,264,,,,,,0,,0
3/18/2020,MT,,,0,,,,,0,,,499,196,,,,,,10,,2,0,,,,,,,,0,509,198,,,,,,0,,0
3/17/2020,MT,,,0,,,,,0,,,303,105,,,,,,8,,1,0,,,,,,,,0,311,106,,,,,,0,,0
3/16/2020,MT,,,0,,,,,0,,,198,95,,,,,,7,,0,0,,,,,,,,0,205,95,,,,,,0,,0
3/15/2020,MT,,,0,,,,,0,,,103,0,,,,,,7,,2,0,,,,,,,,0,110,2,,,,,,0,,0
3/14/2020,MT,,,0,,,,,0,,,103,48,,,,,,5,,4,0,,,,,,,,0,108,52,,,,,,0,,0
3/13/2020,MT,,,0,,,,,0,,,55,21,,,,,,1,,0,0,,,,,,,,0,56,21,,,,,,0,,0
3/12/2020,MT,,,0,,,,,0,,,34,13,,,,,,1,,1,0,,,,,,,,0,35,14,,,,,,0,,0
3/11/2020,MT,,,0,,,,,0,,,21,6,,,,,,0,,0,0,,,,,,,,0,21,6,,,,,,0,,0
3/10/2020,MT,,,0,,,,,0,,,15,4,,,,,,0,,0,0,,,,,,,,0,15,4,,,,,,0,,0
3/9/2020,MT,,,0,,,,,0,,,11,0,,,,,,0,,0,0,,,,,,,,0,11,0,,,,,,0,,0
3/8/2020,MT,,,0,,,,,0,,,11,0,,,,,,0,,0,0,,,,,,,,0,11,0,,,,,,0,,0
3/7/2020,MT,,,0,,,,,0,,,11,0,,,,,,0,,0,0,,,,,,,,0,11,0,,,,,,0,,0
