date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
8/14/2020,VI,9,9,0,,,,,0,,,11295,327,,,,,,704,,22,0,,,,,,502,,0,11999,349,,,,,12018,358,,0
8/13/2020,VI,9,9,0,,,,,0,,,10968,190,,,,,,682,,43,0,,,,,,476,,0,11650,233,,,,,11660,216,,0
8/12/2020,VI,9,9,0,,,,,0,,,10778,291,,,,,,639,,63,0,,,,,,468,,0,11417,354,,,,,11444,355,,0
8/11/2020,VI,9,9,0,,,,,0,,,10487,130,,,,,,576,,29,0,,,,,,439,,0,11063,159,,,,,11089,184,,0
8/10/2020,VI,9,9,0,,,,,0,,,10357,25,,,,,,547,,0,0,,,,,,410,,0,10904,25,,,,,10905,5,,0
8/9/2020,VI,9,9,0,,,,,0,,,10332,241,,,,,,547,,19,0,,,,,,404,,0,10879,260,,,,,10900,257,,0
8/8/2020,VI,9,9,0,,,,,0,,,10091,114,,,,,,528,,6,0,,,,,,404,,0,10619,120,,,,,10643,123,,0
8/7/2020,VI,9,9,0,,,,,0,,,9977,103,,,,,,522,,21,0,,,,,,398,,0,10499,124,,,,,10520,133,,0
8/6/2020,VI,9,9,1,,,,,0,,,9874,252,,,,,,501,,20,0,,,,,,384,,0,10375,272,,,,,10387,258,,0
8/5/2020,VI,8,8,0,,,,,0,,,9622,310,,,,,,481,,18,0,,,,,,374,,0,10103,328,,,,,10129,328,,0
8/4/2020,VI,8,8,0,,,,,0,,,9312,315,,,,,,463,,24,0,,,,,,364,,0,9775,339,,,,,9801,358,,0
8/3/2020,VI,8,8,0,,,,,0,,,8997,129,,,,,,439,,18,0,,,,,,354,,0,9436,147,,,,,9443,97,,0
8/2/2020,VI,8,8,0,,,,,0,,,8868,0,,,,,,421,,0,0,,,,,,341,,0,9289,0,,,,,9346,0,,0
8/1/2020,VI,8,8,0,,,,,0,,,8868,93,,,,,,421,,15,0,,,,,,341,,0,9289,108,,,,,9346,153,,0
7/31/2020,VI,8,8,0,,,,,0,,,8775,356,,,,,,406,,21,0,,,,,,338,,0,9181,377,,,,,9193,360,,0
7/30/2020,VI,8,8,0,,,,,0,,,8419,0,,,,,,385,,0,0,,,,,,296,,0,8804,0,,,,,8833,0,,0
7/29/2020,VI,8,8,1,,,,,0,,,8419,124,,,,,,385,,10,0,,,,,,296,,0,8804,134,,,,,8833,126,,0
7/28/2020,VI,7,7,0,,,,,0,,,8295,262,,,,,,375,,11,0,,,,,,292,,0,8670,273,,,,,8707,297,,0
7/27/2020,VI,7,7,0,,,,,0,,,8033,42,,,,,,364,,3,0,,,,,,250,,0,8397,45,,,,,8410,38,,0
7/26/2020,VI,7,7,0,,,,,0,,,7991,90,,,,,,361,,9,0,,,,,,238,,0,8352,99,,,,,8372,99,,0
7/25/2020,VI,7,7,0,,,,,0,,,7901,401,,,,,,352,,16,0,,,,,,236,,0,8253,417,,,,,8273,383,,0
7/24/2020,VI,7,7,0,,,,,0,,,7500,0,,,,,,336,,0,0,,,,,,182,,0,7836,0,,,,,7890,0,,0
7/23/2020,VI,7,7,0,,,,,0,,,7500,354,,,,,,336,,16,0,,,,,,182,,0,7836,370,,,,,7890,333,,0
7/22/2020,VI,7,7,1,,,,,0,,,7146,293,,,,,,320,,12,0,,,,,,172,,0,7466,305,,,,,7557,278,,0
7/21/2020,VI,6,6,0,,,,,0,,,6853,236,,,,,,308,,4,0,,,,,,158,,0,7161,240,,,,,7279,307,,0
7/20/2020,VI,6,6,0,,,,,0,,,6617,30,,,,,,304,,7,0,,,,,,135,,0,6921,37,,,,,6972,34,,0
7/19/2020,VI,6,6,0,,,,,0,,,6587,348,,,,,,297,,14,0,,,,,,135,,0,6884,362,,,,,6938,284,,0
7/18/2020,VI,6,6,0,,,,,0,,,6239,449,,,,,,283,,20,0,,,,,,133,,0,6522,469,,,,,6654,489,,0
7/17/2020,VI,6,6,0,,,,,0,,,5790,754,,,,,,263,,14,0,,,,,,126,,0,6053,768,,,,,6165,712,,0
7/16/2020,VI,6,6,0,,,,,0,,,5036,399,,,,,,249,,6,0,,,,,,120,,0,5285,405,,,,,5453,374,,0
7/15/2020,VI,6,6,0,,,,,0,,,4637,553,,,,,,243,,37,0,,,,,,112,,0,4880,590,,,,,5079,783,,0
7/14/2020,VI,6,6,0,,,,,0,,,4084,0,,,,,,206,,0,0,,,,,,96,,0,4290,0,,,,,4296,0,,0
7/13/2020,VI,6,6,0,,,,,0,,,4084,176,,,,,,206,,25,0,,,,,,96,,0,4290,201,,,,,4296,201,,0
7/12/2020,VI,6,6,0,,,,,0,,,3908,268,,,,,,181,,14,0,,,,,,93,,0,4089,282,,,,,4095,230,,0
7/11/2020,VI,6,6,0,,,,,0,,,3640,167,,,,,,167,,14,0,,,,,,92,,0,3807,181,,,,,3865,186,,0
7/10/2020,VI,6,6,0,,,,,0,,,3473,103,,,,,,153,,9,0,,,,,,87,,0,3626,112,,,,,3679,69,,0
7/9/2020,VI,6,6,0,,,,,0,,,3370,97,,,,,,144,,22,0,,,,,,81,,0,3514,119,,,,,3610,157,,0
7/8/2020,VI,6,6,0,,,,,0,,,3273,90,,,,,,122,,6,0,,,,,,80,,0,3395,96,,,,,3453,99,,0
7/7/2020,VI,6,6,0,,,,,0,,,3183,65,,,,,,116,,4,0,,,,,,79,,0,3299,69,,,,,3354,123,,0
7/6/2020,VI,6,6,0,,,,,0,,,3118,58,,,,,,112,,1,0,,,,,,79,,0,3230,59,,,,,3231,58,,0
7/5/2020,VI,6,6,0,,,,,0,,,3060,0,,,,,,111,,0,0,,,,,,76,,0,3171,0,,,,,3173,0,,0
7/4/2020,VI,6,6,0,,,,,0,,,3060,97,,,,,,111,,13,0,,,,,,76,,0,3171,110,,,,,3173,9,,0
7/3/2020,VI,6,6,0,,,,,0,,,2963,39,,,,,,98,,6,0,,,,,,75,,0,3061,45,,,,,3164,109,,0
7/2/2020,VI,6,6,0,,,,,0,,,2924,48,,,,,,92,,2,0,,,,,,75,,0,3016,50,,,,,3055,83,,0
7/1/2020,VI,6,6,0,,,,,0,,,2876,57,,,,,,90,,6,0,,,,,,73,,0,2966,63,,,,,2972,65,,0
6/30/2020,VI,6,6,0,,,,,0,,,2819,73,,,,,,84,,3,0,,,,,,73,,0,2903,76,,,,,2907,49,,0
6/29/2020,VI,6,6,0,,,,,0,,,2746,0,,,,,,81,,0,0,,,,,,71,,0,2827,0,,,,,2858,0,,0
6/28/2020,VI,6,6,0,,,,,0,,,2746,0,,,,,,81,,0,0,,,,,,71,,0,2827,0,,,,,2858,0,,0
6/27/2020,VI,6,6,0,,,,,0,,,2746,41,,,,,,81,,0,0,,,,,,71,,0,2827,41,,,,,2858,60,,0
6/26/2020,VI,6,6,0,,,,,0,,,2705,51,,,,,,81,,1,0,,,,,,67,,0,2786,52,,,,,2798,43,,0
6/25/2020,VI,6,6,0,,,,,0,,,2654,61,,,,,,80,,2,0,,,,,,64,,0,2734,63,,,,,2755,49,,0
6/24/2020,VI,6,6,0,,,,,0,,,2593,49,,,,,,78,,2,0,,,,,,64,,0,2671,51,,,,,2706,53,,0
6/23/2020,VI,6,6,0,,,,,0,,,2544,42,,,,,,76,,0,0,,,,,,64,,0,2620,42,,,,,2653,60,,0
6/22/2020,VI,6,6,0,,,,,0,,,2502,0,,,,,,76,,0,0,,,,,,64,,0,2578,0,,,,,2593,6,,0
6/21/2020,VI,6,6,0,,,,,0,,,2502,10,,,,,,76,,2,0,,,,,,64,,0,2578,12,,,,,2587,1,,0
6/20/2020,VI,6,6,0,,,,,0,,,2492,42,,,,,,74,,0,0,,,,,,64,,0,2566,42,,,,,2586,51,,0
6/19/2020,VI,6,6,0,,,,,0,,,2450,96,,,,,,74,,1,0,,,,,,64,,0,2524,97,,,,,2535,95,,0
6/18/2020,VI,6,6,0,,,,,0,,,2354,0,,,,,,73,,0,0,,,,,,64,,0,2427,0,,,,,2440,0,,0
6/17/2020,VI,6,6,0,,,,,0,,,2354,49,,,,,,73,,0,0,,,,,,64,,0,2427,49,,,,,2440,57,,0
6/16/2020,VI,6,6,0,,,,,0,,,2305,0,,,,,,73,,0,0,,,,,,64,,0,2378,0,,,,,2383,5,,0
6/15/2020,VI,6,6,0,,,,,0,,,2305,0,,,,,,73,,1,0,,,,,,64,,0,2378,1,,,,,2378,15,,0
6/14/2020,VI,6,6,0,,,,,0,,,2305,21,,,,,,72,,0,0,,,,,,64,,0,2377,21,,,,,2363,0,,0
6/13/2020,VI,6,6,0,,,,,0,,,2284,63,,,,,,72,,0,0,,,,,,64,,0,2356,63,,,,,2363,64,,0
6/12/2020,VI,6,6,0,,,,,0,,,2221,41,,,,,,72,,0,0,,,,,,64,,0,2293,41,,,,,2299,19,,0
6/11/2020,VI,6,6,0,,,,,0,,,2180,11,,,,,,72,,0,0,,,,,,64,,0,2252,11,,,,,2280,33,,0
6/10/2020,VI,6,6,0,,,,,0,,,2169,32,,,,,,72,,1,0,,,,,,64,,0,2241,33,,,,,2247,35,,0
6/9/2020,VI,6,6,0,,,,,0,,,2137,9,,,,,,71,,0,0,,,,,,63,,0,2208,9,,,,,2212,10,,0
6/8/2020,VI,6,6,0,,,,,0,,,2128,3,,,,,,71,,0,0,,,,,,62,,0,2199,3,,,,,2202,1,,0
6/7/2020,VI,6,6,0,,,,,0,,,2125,0,,,,,,71,,0,0,,,,,,62,,0,2196,0,,,,,2201,1,,0
6/6/2020,VI,6,6,0,,,,,0,,,2125,145,,,,,,71,,0,0,,,,,,62,,0,2196,145,,,,,2200,141,,0
6/5/2020,VI,6,6,0,,,,,0,,,1980,5,,,,,,71,,0,0,,,,,,62,,0,2051,5,,,,,2059,11,,0
6/4/2020,VI,6,6,0,,,,,0,,,1975,19,,,,,,71,,1,0,,,,,,62,,0,2046,20,,,,,2048,17,,0
6/3/2020,VI,6,6,0,,,,,0,,,1956,20,,,,,,70,,0,0,,,,,,62,,0,2026,20,,,,,2031,19,,0
6/2/2020,VI,6,6,0,,,,,0,,,1936,195,,,,,,70,,0,0,,,,,,62,,0,2006,195,,,,,2012,197,,0
6/1/2020,VI,6,6,0,,,,,0,,,1741,108,,,,,,70,,1,0,,,,,,62,,0,1811,109,,,,,1815,94,,0
5/31/2020,VI,6,6,0,,,,,0,,,1633,0,,,,,,69,,0,0,,,,,,61,,0,1702,0,,,,,1721,0,,0
5/30/2020,VI,6,6,0,,,,,0,,,1633,0,,,,,,69,,0,0,,,,,,61,,0,1702,0,,,,,1721,0,,0
5/29/2020,VI,6,6,0,,,,,0,,,1633,16,,,,,,69,,0,0,,,,,,61,,0,1702,16,,,,,1721,13,,0
5/28/2020,VI,6,6,0,,,,,0,,,1617,175,,,,,,69,,0,0,,,,,,61,,0,1686,175,,,,,1708,169,,0
5/27/2020,VI,6,6,0,,,,,0,,,1442,17,,,,,,69,,0,0,,,,,,61,,0,1511,17,,,,,1539,27,,0
5/26/2020,VI,6,6,0,,,,,0,,,1425,82,,,,,,69,,0,0,,,,,,61,,0,1494,82,,,,,1512,55,,0
5/25/2020,VI,6,6,0,,,,,0,,,1343,0,,,,,,69,,0,0,,,,,,61,,0,1412,0,,,,,1457,0,,0
5/24/2020,VI,6,6,0,,,,,0,,,1343,0,,,,,,69,,0,0,,,,,,61,,0,1412,0,,,,,1457,0,,0
5/23/2020,VI,6,6,0,,,,,0,,,1343,0,,,,,,69,,0,0,,,,,,61,,0,1412,0,,,,,1457,0,,0
5/22/2020,VI,6,6,0,,,,,0,,,1343,29,,,,,,69,,0,0,,,,,,61,,0,1412,29,,,,,1457,48,,0
5/21/2020,VI,6,6,0,,,,,0,,,1314,0,,,,,,69,,0,0,,,,,,61,,0,1383,0,,,,,1409,26,,0
5/20/2020,VI,6,6,0,,,,,0,,,1314,16,,,,,,69,,0,0,,,,,,61,,0,1383,16,,,,,1383,16,,0
5/19/2020,VI,6,6,0,,,,,0,,,1298,20,,,,,,69,,0,0,,,,,,61,,0,1367,20,,,,,1367,20,,0
5/18/2020,VI,6,6,0,,,,,0,,,1278,0,,,,,,69,,0,0,,,,,,61,,0,1347,0,,,,,1347,0,,0
5/17/2020,VI,6,6,0,,,,,0,,,1278,84,,,,,,69,,0,0,,,,,,61,,0,1347,84,,,,,1347,47,,0
5/16/2020,VI,6,6,0,,,,,0,,,1194,0,,,,,,69,,0,0,,,,,,61,,0,1263,0,,,,,1300,22,,0
5/15/2020,VI,6,6,0,,,,,0,,,1194,30,,,,,,69,,0,0,,,,,,61,,0,1263,30,,,,,1278,81,,0
5/14/2020,VI,6,6,0,,,,,0,,,1164,36,,,,,,69,,0,0,,,,,,61,,0,1233,36,,,,,1197,13,,0
5/13/2020,VI,6,6,0,,,,,0,,,1128,13,,,,,,69,,0,0,,,,,,61,,0,1197,13,,,,,1184,1184,,0
5/12/2020,VI,6,6,1,,,,,0,,,1115,5,,,,,,69,,0,0,,,,,,61,,0,1184,5,,,,,,0,,0
5/11/2020,VI,5,5,1,,,,,0,,,1110,8,,,,,,69,,0,0,,,,,,60,,0,1179,8,,,,,,0,,0
5/10/2020,VI,4,4,0,,,,,0,,,1102,78,,,,,,69,,1,0,,,,,,59,,0,1171,79,,,,,,0,,0
5/9/2020,VI,4,4,0,,,,,0,,,1024,0,,,,,,68,,0,0,,,,,,57,,0,1092,0,,,,,,0,,0
5/8/2020,VI,4,4,0,,,,,0,,,1024,34,,,,,,68,,2,0,,,,,,57,,0,1092,36,,,,,,0,,0
5/7/2020,VI,4,4,0,,,,,0,,,990,0,,,,,,66,,0,0,,,,,,54,,0,1056,0,,,,,,0,,0
5/6/2020,VI,4,4,0,,,,,0,,,990,17,,,,,,66,,0,0,,,,,,54,,0,1056,17,,,,,,0,,0
5/5/2020,VI,4,4,0,,,,,0,,,973,8,,,,,,66,,0,0,,,,,,51,,0,1039,8,,,,,,0,,0
5/4/2020,VI,4,4,0,,,,,0,,,965,14,,,,,,66,,0,0,,,,,,51,,0,1031,14,,,,,,0,,0
5/3/2020,VI,4,,0,,,,,0,,,951,29,,,,,,66,,0,0,,,,,,51,,0,1017,29,,,,,,0,,0
5/2/2020,VI,4,,0,,,,,0,,,922,111,,,,,,66,,0,0,,,,,,51,,0,988,111,,,,,,0,,0
5/1/2020,VI,4,,0,,,,,0,,,811,4,,,,,,66,,0,0,,,,,,51,,0,877,4,,,,,,0,,0
4/30/2020,VI,4,,0,,,,,0,,,807,75,,,,,,66,,4,0,,,,,,51,,0,873,79,,,,,,0,,0
4/29/2020,VI,4,,0,,,,,0,,,732,13,,,,,,62,,3,0,,,,,,51,,0,794,16,,,,,,0,,0
4/28/2020,VI,4,,0,,,,,0,,,719,3,,,,,,59,,0,0,,,,,,51,,0,778,3,,,,,,0,,0
4/27/2020,VI,4,,0,,,,,0,,,716,16,,,,,,59,,2,0,,,,,,51,,0,775,18,,,,,,0,,0
4/26/2020,VI,4,,1,,,,,0,,,700,7,,,,,,57,,2,0,,,,,,51,,0,757,9,,,,,,0,,0
4/25/2020,VI,3,,0,,,,,0,,,693,51,,,,,,55,,1,0,,,,,,51,,0,748,52,,,,,,0,,0
4/24/2020,VI,3,,0,,,,,0,,,642,59,,,,,,54,,0,0,,,,,,50,,0,696,59,,,,,,0,,0
4/23/2020,VI,3,,0,,,,,0,,,583,0,,,,,,54,,0,0,,,,,,48,,0,637,0,,,,,,0,,0
4/22/2020,VI,3,,0,,,,,0,,,583,9,,,,,,54,,0,0,,,,,,48,,0,637,9,,,,,,0,,0
4/21/2020,VI,3,,0,,,,,0,,,574,20,,,,,,54,,1,0,,,,,,48,,0,628,21,,,,,,0,,0
4/20/2020,VI,3,,0,,,,,0,,,554,6,,,,,,53,,0,0,,,,,,48,,0,607,6,,,,,,0,,0
4/19/2020,VI,3,,0,,,,,0,,,548,158,,,,,,53,,0,0,,,,,,48,,0,601,158,,,,,,0,,0
4/18/2020,VI,3,,1,,,,,0,,,390,17,,,,,,53,,2,0,,,,,,46,,0,443,19,,,,,,0,,0
4/17/2020,VI,2,,1,,,,,0,,,373,16,,,,,,51,,0,0,,,,,,46,,0,424,16,,,,,,0,,0
4/16/2020,VI,1,,0,,,,,0,,,357,26,,,,,,51,,0,0,,,,,,46,,0,408,26,,,,,,0,,0
4/15/2020,VI,1,,0,,,,,0,,,331,5,,,,,,51,,0,0,,,,,,44,,0,382,5,,,,,,0,,0
4/14/2020,VI,1,,0,,,,,0,,,326,4,,,,,,51,,0,0,,,,,,44,,0,377,4,,,,,,0,,0
4/13/2020,VI,1,,0,,,,,0,,,322,23,,,,,,51,,0,0,,,,,,43,,0,373,23,,,,,,0,,0
4/12/2020,VI,1,,0,,,,3,0,,,299,0,,,,,,51,,0,0,,,,,,43,,0,350,0,,,,,,0,,0
4/11/2020,VI,1,,0,,,,3,0,,,299,26,,,,,,51,,1,0,,,,,,43,,0,350,27,,,,,,0,,0
4/10/2020,VI,1,,0,,,,3,0,,,273,22,,,,,,50,,4,0,,,,,,43,,0,323,26,,,,,,0,,0
4/9/2020,VI,1,,0,,,,,0,,,251,9,,,,,,46,,1,0,,,,,,39,,0,297,10,,,,,,0,,0
4/8/2020,VI,1,,0,,,,,0,,,242,20,,,,,,45,,2,0,,,,,,39,,0,287,22,,,,,,0,,0
4/7/2020,VI,1,,0,,,,,0,,,222,0,,,,,,43,,0,0,,,,,,36,,0,265,0,,,,,,0,,0
4/6/2020,VI,1,,0,,,,,0,,,222,16,,,,,,43,,1,0,,,,,,36,,0,265,17,,,,,,0,,0
4/5/2020,VI,1,,1,,,,,0,,,206,22,,,,,,42,,2,0,,,,,,34,,0,248,24,,,,,,0,,0
4/4/2020,VI,,,0,,,,,0,,,184,30,,,,,,40,,2,0,,,,,,34,,0,224,32,,,,,,0,,0
4/3/2020,VI,,,0,,,,,0,,,154,5,,,,,,38,,5,0,,,,,,29,,0,192,10,,,,,,0,,0
4/2/2020,VI,,,0,,,,,0,,,149,23,,,,,,33,,3,0,,,,,,25,,0,182,26,,,,,,0,,0
4/1/2020,VI,,,0,,,,,0,,,126,0,,,,,,30,,0,0,,,,,,21,,0,156,0,,,,,,0,,0
3/31/2020,VI,,,0,,,,,0,,,126,0,,,,,,30,,0,0,,,,,,21,,0,156,0,,,,,,0,,0
3/30/2020,VI,,,0,,,,,0,,,126,3,,,,,,30,,7,0,,,,,,,,0,156,10,,,,,,0,,0
3/29/2020,VI,,,0,,,,,0,,,123,17,,,,,,23,,1,0,,,,,,,,0,146,18,,,,,,0,,0
3/28/2020,VI,,,0,,,,,0,,,106,51,,,,,,22,,3,0,,,,,,,,0,128,54,,,,,,0,,0
3/27/2020,VI,,,0,,,,,0,,,55,0,,,,,,19,,2,0,,,,,,,,0,74,2,,,,,,0,,0
3/26/2020,VI,,,0,,,,,0,,,55,0,,,,,,17,,0,0,,,,,,,,0,72,0,,,,,,0,,0
3/25/2020,VI,,,0,,,,,0,,,55,55,,,,,,17,,0,0,,,,,,,,0,72,55,,,,,,0,,0
3/24/2020,VI,,,0,,,,,0,,,,0,,,,,,17,,0,0,,,,,,,,0,17,0,,,,,,0,,0
3/23/2020,VI,,,0,,,,,0,,,,0,,,,,,17,,11,0,,,,,,,,0,17,11,,,,,,0,,0
3/22/2020,VI,,,0,,,,,0,,,,0,,,,,,6,,0,0,,,,,,,,0,6,0,,,,,,0,,0
3/21/2020,VI,,,0,,,,,0,,,,0,,,,,,6,,3,0,,,,,,,,0,6,3,,,,,,0,,0
3/20/2020,VI,,,0,,,,,0,,,,0,,,,,,3,,0,0,,,,,,,,0,3,0,,,,,,0,,0
3/19/2020,VI,,,0,,,,,0,,,,0,,,,,,3,,1,0,,,,,,,,0,3,1,,,,,,0,,0
3/18/2020,VI,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
3/17/2020,VI,,,0,,,,,0,,,,0,,,,,,2,,1,0,,,,,,,,0,2,1,,,,,,0,,0
3/16/2020,VI,,,0,,,,,0,,,,0,,,,,,1,,0,0,,,,,,,,0,1,0,,,,,,0,,0
