date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
8/13/2020,NE,356,,5,,1880,1880,152,0,,,280400,968,,,364709,,,29244,,214,0,,,,,35905,21463,,0,401540,3077,,,,,309938,1183,401540,3077
8/12/2020,NE,351,,3,,1880,1880,157,139,,,279432,2396,,,361907,,,29030,,334,0,,,,,35635,21312,,0,398463,4142,,,,,308755,2732,398463,4142
8/11/2020,NE,348,,3,,1741,1741,162,19,,,277036,2833,,,358186,,,28696,,264,0,,,,,35220,21113,,0,394321,4499,,,,,306023,3097,394321,4499
8/10/2020,NE,345,,0,,1722,1722,146,7,,,274203,2774,,,354027,,,28432,,187,0,,,,,34886,20896,,0,389822,4262,,,,,302926,2959,389822,4262
8/9/2020,NE,345,,0,,1715,1715,147,11,,,271429,1995,,,350003,,,28245,,141,0,,,,,34649,20746,,0,385560,2859,,,,,299967,2135,385560,2859
8/8/2020,NE,345,,5,,1704,1704,156,16,,,269434,3353,,,347323,,,28104,,283,0,,,,,34472,20333,,0,382701,3756,,,,,297832,3634,382701,3756
8/7/2020,NE,340,,5,,1688,1688,151,7,,,266081,3389,,,343825,,,27821,,332,0,,,,,34224,20176,,0,378945,5802,,,,,294198,3721,378945,5802
8/6/2020,NE,335,,3,,1681,1681,148,37,,,262692,2765,,,338496,,,27489,,311,0,,,,,33756,19885,,0,373143,5392,,,,,290477,3083,373143,5392
8/5/2020,NE,332,,0,,1644,1644,151,0,,,259927,3024,,,333519,,,27178,,222,0,,,,,33354,19764,,0,367751,3159,,,,,287394,3249,367751,3159
8/4/2020,NE,332,,0,,1644,1644,152,14,,,256903,2499,,,330640,,,26956,,254,0,,,,,33090,19677,,0,364592,3124,,,,,284145,2758,364592,3124
8/3/2020,NE,332,,0,,1630,1630,144,1,,,254404,3552,,,327822,,,26702,,311,0,,,,,32786,19575,,0,361468,4903,,,,,281387,3861,361468,4903
8/2/2020,NE,332,,0,,1629,1629,142,7,,,250852,1804,,,323249,,,26391,,180,0,,,,,32460,19325,,0,356565,4744,,,,,277526,1982,356565,4744
8/1/2020,NE,332,,4,,1622,1622,152,12,,,249048,3858,,,318824,,,26211,,445,0,,,,,32142,19172,,0,351821,4403,,,,,275544,4299,351821,4403
7/31/2020,NE,328,,4,,1610,1610,150,0,,,245190,3719,,,314873,,,25766,,344,0,,,,,31707,18997,,0,347418,5885,,,,,271245,4068,347418,5885
7/30/2020,NE,324,,3,,1610,1610,137,4,,,241471,2595,,,309489,,,25422,,265,0,,,,,31216,18802,,0,341533,3523,,,,,267177,2864,341533,3523
7/29/2020,NE,321,,4,,1606,1606,122,19,,,238876,2672,,,306284,,,25157,,258,0,,,,,30910,18702,,0,338010,5561,,,,,264313,2930,338010,5561
7/28/2020,NE,317,,1,,1587,1587,117,17,,,236204,1995,,,301136,,,24899,,281,0,,,,,30501,18520,,0,332449,3029,,,,,261383,2278,332449,3029
7/27/2020,NE,316,,0,,1570,1570,109,3,,,234209,3140,,,298461,,,24618,,223,0,,,,,30148,18097,,0,329420,3841,,,,,259105,3365,329420,3841
7/26/2020,NE,316,,0,,1567,1567,103,19,,,231069,2638,,,294864,,,24395,,221,0,,,,,29911,18097,,0,325579,3583,,,,,255740,2859,325579,3583
7/25/2020,NE,316,,0,,1548,1548,122,0,,,228431,3175,,,291539,,,24174,,356,0,,,,,29657,17999,,0,321996,5844,,,,,252881,3537,321996,5844
7/24/2020,NE,316,,5,,1548,1548,126,26,,,225256,3169,,,286153,,,23818,,332,0,,,,,29208,17745,,0,316152,4473,,,,,249344,3501,316152,4473
7/23/2020,NE,311,,1,,1522,1522,125,14,,,222087,2656,,,282068,,,23486,,296,0,,,,,28823,17499,,0,311679,4211,,,,,245843,2954,311679,4211
7/22/2020,NE,310,,4,,1508,1508,118,6,,,219431,3837,,,278266,,,23190,,343,0,,,,,28419,17389,,0,307468,6691,,,,,242889,4197,307468,6691
7/21/2020,NE,306,,5,,1502,1502,115,20,,,215594,3281,,,272028,,,22847,,264,0,,,,,27991,17237,,0,300777,4406,,,,,238692,3543,300777,4406
7/20/2020,NE,301,,0,,1482,1482,121,1,,,212313,2393,,,267985,,,22583,,102,0,,,,,27632,17112,,0,296371,2890,,,,,235149,2495,296371,2890
7/19/2020,NE,301,,0,,1481,1481,113,1,,,209920,1130,,,265190,,,22481,,120,0,,,,,27538,16801,,0,293481,2836,,,,,232654,1247,293481,2836
7/18/2020,NE,301,,2,,1480,1480,105,27,,,208790,4728,,,262493,,,22361,,227,0,,,,,27399,16665,,0,290645,4832,,,,,231407,4955,290645,4832
7/17/2020,NE,299,,8,,1453,1453,96,0,,,204062,2812,,,257927,,,22134,,155,0,,,,,27134,16501,,0,285813,3801,,,,,226452,2970,285813,3801
7/16/2020,NE,291,,5,,1453,1453,103,11,,,201250,3224,,,254354,,,21979,,262,0,,,,,26917,16324,,0,282012,4716,,,,,223482,3486,282012,4716
7/15/2020,NE,286,,-2,,1442,1442,110,11,,,198026,3190,,,249941,,,21717,,318,0,,,,,26617,16205,,0,277296,5158,,,,,219996,3515,277296,5158
7/14/2020,NE,288,,3,,1431,1431,101,10,,,194836,4349,,,245118,,,21399,,227,0,,,,,26291,16025,,0,272138,4438,,,,,216481,4580,272138,4438
7/13/2020,NE,285,,0,,1421,1421,98,0,,,190487,3382,,,240972,,,21172,,174,0,,,,,26005,15860,,0,267700,5416,,,,,211901,3563,267700,5416
7/12/2020,NE,285,,-1,,1421,1421,95,2,,,187105,4028,,,235794,,,20998,,221,0,,,,,25780,15724,,0,262284,5451,,,,,208338,4247,262284,5451
7/11/2020,NE,286,,2,,1419,1419,95,0,,,183077,2686,,,230616,,,20777,,154,0,,,,,25520,15499,,0,256833,3931,,,,,204091,2842,256833,3931
7/10/2020,NE,284,,2,,1419,1419,100,14,,,180391,2981,,,226909,,,20623,,198,0,,,,,25301,15206,,0,252902,4020,,,,,201249,3180,252902,4020
7/9/2020,NE,282,,0,,1405,1405,97,7,,,177410,2563,,,223148,,,20425,,224,0,,,,,25047,15031,,0,248882,4296,,,,,198069,2788,248882,4296
7/8/2020,NE,282,,-1,,1398,1398,102,29,,,174847,1820,,,219153,,,20201,,155,0,,,,,24763,14927,,0,244586,3368,,,,,195281,1982,244586,3368
7/7/2020,NE,283,,-1,,1369,1369,109,0,,,173027,1216,,,216032,,,20046,,117,0,,,,,24522,14759,,0,241218,1720,,,,,193299,1332,241218,1720
7/6/2020,NE,284,,0,,1369,1369,101,1,,,171811,1710,,,214455,,,19929,,102,0,,,,,24379,14641,,0,239498,1270,,,,,191967,1816,239498,1270
7/5/2020,NE,284,,0,,1368,1368,109,3,,,170101,2173,,,213281,,,19827,,167,0,,,,,24283,14340,,0,238228,3539,,,,,190151,2343,238228,3539
7/4/2020,NE,284,,2,,1365,1365,111,12,,,167928,3246,,,209947,,,19660,,208,0,,,,,24086,14200,,0,234689,5452,,,,,187808,3454,234689,5452
7/3/2020,NE,282,,6,,1353,1353,121,10,,,164682,1330,,,204801,,,19452,,142,0,,,,,23794,14022,,0,229237,2587,,,,,184354,1474,229237,2587
7/2/2020,NE,276,,2,,1343,1343,117,13,,,163352,1921,,,202428,,,19310,,133,0,,,,,23582,13807,,0,226650,2350,,,,,182880,2054,226650,2350
7/1/2020,NE,274,,5,,1330,1330,120,0,,,161431,2316,,,200223,,,19177,,135,0,,,,,23439,13737,,0,224300,3117,,,,,180826,2458,224300,3117
6/30/2020,NE,269,,2,,1330,1330,121,14,,,159115,2742,,,197285,,,19042,,143,0,,,,,23261,13547,,0,221183,3951,,,,,178368,2884,221183,3951
6/29/2020,NE,267,,0,,1316,1316,117,1,,,156373,2350,,,193600,,,18899,,124,0,,,,,23011,13322,,0,217232,2936,,,,,175484,2475,217232,2936
6/28/2020,NE,267,,1,,1315,1315,123,3,,,154023,3949,,,190801,,,18775,,251,0,,,,,22877,13053,,0,214296,6371,,,,,173009,4209,214296,6371
6/27/2020,NE,266,,6,,1312,1312,125,18,,,150074,3418,,,184781,,,18524,,178,0,,,,,22547,12698,,0,207925,6228,,,,,168800,3605,207925,6228
6/26/2020,NE,260,,3,,1294,1294,126,26,,,146656,1707,,,178893,,,18346,,125,0,,,,,22221,12314,,0,201697,2410,,,,,165195,1827,201697,2410
6/25/2020,NE,257,,1,,1268,1268,131,11,,,144949,1740,,,176638,,,18221,,129,0,,,,,22070,12099,,0,199287,2897,,,,,163368,1874,199287,2897
6/24/2020,NE,256,,7,,1257,1257,125,23,,,143209,2524,,,173929,,,18092,,135,0,,,,,21887,12099,,0,196390,2885,,,,,161494,2667,196390,2885
6/23/2020,NE,249,,5,,1234,1234,135,22,,,140685,1987,,,171196,,,17957,,147,0,,,,,21740,11980,,0,193505,3508,,,,,158827,2136,193505,3508
6/22/2020,NE,244,,0,,1212,1212,141,0,,,138698,2164,,,167929,,,17810,,103,0,,,,,21512,11776,,0,189997,2825,,,,,156691,2268,189997,2825
6/21/2020,NE,244,,0,,1212,1212,140,12,,,136534,2271,,,165239,,,17707,,116,0,,,,,21382,11565,,0,187172,2942,,,,,154423,2383,187172,2942
6/20/2020,NE,244,,4,,1200,1200,141,34,,,134263,3832,,,162454,,,17591,,176,0,,,,,21226,11312,,0,184230,3434,,,,,152040,4001,184230,3434
6/19/2020,NE,240,,6,,1166,1166,149,25,,,130431,2844,,,159240,,,17415,,189,0,,,,,21009,11066,,0,180796,3591,,,,,148039,3043,180796,3591
6/18/2020,NE,234,,3,,1141,1141,156,25,,,127587,2231,,,155905,,,17226,,195,0,,,,,20774,10761,,0,177205,3652,,,,,144996,2430,177205,3652
6/17/2020,NE,231,,11,,1116,1116,156,28,,,125356,2694,,,152535,,,17031,,180,0,,,,,20503,10529,,0,173553,3324,,,,,142566,2876,173553,3324
6/16/2020,NE,220,,4,,1088,1088,160,13,,,122662,1632,,,149423,,,16851,,126,0,,,,,20296,10351,,0,170229,3348,,,,,139690,1766,170229,3348
6/15/2020,NE,216,,0,,1075,1075,160,5,,,121030,1548,,,146309,,,16725,,92,0,,,,,20073,10121,,0,166881,2735,,,,,137924,1647,166881,2735
6/14/2020,NE,216,,0,,1070,1070,156,3,,,119482,1618,,,143727,,,16633,,120,0,,,,,19929,9879,,0,164146,2480,,,,,136277,1741,164146,2480
6/13/2020,NE,216,,4,,1067,1067,157,38,,,117864,3406,,,141410,,,16513,,198,0,,,,,19772,9610,,0,161666,3842,,,,,134536,3603,161666,3842
6/12/2020,NE,212,,17,,1029,1029,164,29,,,114458,2821,,,137852,,,16315,,290,0,,,,,19491,9229,,0,157824,4137,,,,,130933,3103,157824,4137
6/11/2020,NE,195,,4,,1000,1000,175,11,,,111637,2358,,,134062,,,16025,,142,0,,,,,19153,8946,,0,153687,3422,,,,,127830,2501,153687,3422
6/10/2020,NE,191,,3,,989,989,181,22,,,109279,2339,,,130898,,,15883,,131,0,,,,,18900,8820,,0,150265,3438,,,,,125329,2479,150265,3438
6/9/2020,NE,188,,0,,967,967,176,32,,,106940,1167,,,127607,,,15752,,118,0,,,,,18758,8637,,0,146827,2519,,,,,122850,1281,146827,2519
6/8/2020,NE,188,,0,,935,935,166,7,,,105773,1547,,,125328,,,15634,,91,0,,,,,18528,8455,,0,144308,2188,,,,,121569,1643,144308,2188
6/7/2020,NE,188,,2,,928,928,167,9,,,104226,2058,,,123269,,,15543,,164,0,,,,,18406,8255,,0,142120,2788,,,,,119926,2226,142120,2788
6/6/2020,NE,186,,0,,919,919,181,14,,,102168,2463,,,120749,,,15379,,262,0,,,,,18143,7957,,0,139332,2692,,,,,117700,2726,139332,2692
6/5/2020,NE,186,,-1,,905,905,190,3,,,99705,2316,,,118324,,,15117,,251,0,,,,,17898,7598,,0,136640,3126,,,,,114974,2565,136640,3126
6/4/2020,NE,187,,6,,902,902,211,51,,,97389,2034,,,115498,,,14866,,255,0,,,,,17605,7005,,0,133514,3906,,,,,112409,2290,133514,3906
6/3/2020,NE,181,,3,,851,851,194,851,,,95355,3282,,,112019,,,14611,,266,0,,,,,17184,6743,,0,129608,3014,,,,,110119,3549,129608,3014
6/2/2020,NE,178,,8,,,,,0,,,92073,2509,,,109298,,,14345,,244,0,,,,,16895,,,0,126594,4198,,,,,106570,2757,126594,4198
6/1/2020,NE,170,,0,,,,,0,,,89564,2327,,,105439,,,14101,,196,0,,,,,16564,,,0,122396,2250,,,,,103813,2523,122396,2250
5/31/2020,NE,170,,0,,,,,0,,,87237,1883,,,103403,,,13905,,251,0,,,,,16353,,,0,120146,3497,,,,,101290,2132,120146,3497
5/30/2020,NE,170,,6,,,,,0,,,85354,3812,,,100232,,,13654,,393,0,,,,,16029,,,0,116649,5425,,,,,99158,3971,116649,5425
5/29/2020,NE,164,,1,,,,,0,,,81542,1538,,,95358,,,13261,,285,0,,,,,15483,,,0,111224,2083,,,,,95187,1840,111224,2083
5/28/2020,NE,163,,10,,,,,0,,,80004,2202,,,93625,,,12976,,357,0,,,,,15135,,,0,109141,3365,,,,,93347,2599,109141,3365
5/27/2020,NE,153,,3,,,,,0,,,77802,2115,,,90718,,,12619,,264,0,,,,,14709,,,0,105776,1976,,,,,90748,2398,105776,1976
5/26/2020,NE,150,,0,,,,,0,,,75687,2089,,,88998,,,12355,,221,0,,,,,14457,,,0,103800,2714,,,,,88350,2323,103800,2714
5/25/2020,NE,150,,3,,,,,0,,,73598,2382,,,86555,,,12134,,145,0,,,,,14191,,,0,101086,3870,,,,,86027,2542,101086,3870
5/24/2020,NE,147,,0,,,,,0,,,71216,2896,,,82917,,,11989,,327,0,,,,,13962,,,0,97216,1659,,,,,83485,3010,97216,1659
5/23/2020,NE,147,,4,,,,,0,,,68320,1326,,,81517,,,11662,,237,0,,,,,13705,,,0,95557,4614,,,,,80475,1821,95557,4614
5/22/2020,NE,143,,5,,,,,0,,,66994,2476,,,77369,,,11425,,303,0,,,,,13245,,,0,90943,2920,,,,,78654,2790,90943,2920
5/21/2020,NE,138,,6,,,,,0,,,64518,3229,,,74773,,,11122,,276,0,,,,,12927,,,0,88023,3968,,,,,75864,3531,88023,3968
5/20/2020,NE,132,,7,,,,,0,,,61289,1930,,,71185,,,10846,,221,0,,,,,12553,,,0,84055,3311,,,,,72333,2186,84055,3311
5/19/2020,NE,125,,2,,,,,0,,,59359,2206,,,68180,,,10625,,277,0,,,,,12264,,,0,80744,4046,,,,,70147,2498,80744,4046
5/18/2020,NE,123,,0,,,,,0,,,57153,1733,,,64529,,,10348,,128,0,,,,,11881,,,0,76698,1425,,,,,67649,1875,76698,1425
5/17/2020,NE,123,,4,,,,,0,,,55420,5214,,,63245,,,10220,,448,0,,,,,11741,,,0,75273,5410,,,,,65774,5682,75273,5410
5/16/2020,NE,119,,6,,,,,0,,,50206,2407,,,58346,,,9772,,356,0,,,,,11239,,,0,69863,4173,,,,,60092,2777,69863,4173
5/15/2020,NE,113,,6,,,,,0,,,47799,3533,,,54565,,,9416,,341,0,,,,,10849,,,0,65690,4921,,,,,57315,3888,65690,4921
5/14/2020,NE,107,,4,,,,,0,,,44266,3233,,,50178,,,9075,,383,0,,,,,10319,,,0,60769,2781,,,,,53427,3628,60769,2781
5/13/2020,NE,103,,3,,,,192,0,,81,41033,1662,,,47798,,56,8692,,120,0,,,,,9925,,,0,57988,3547,,,,,49799,1780,57988,3547
5/12/2020,NE,100,,2,,,,192,0,,81,39371,1447,,,44530,,56,8572,,257,0,,,,,9647,,,0,54441,1847,,,,,48019,1705,54441,1847
5/11/2020,NE,98,,2,,,,,0,,,37924,589,,,42946,,,8315,,81,0,,,,,9385,,,0,52594,682,,,,,46314,670,52594,682
5/10/2020,NE,96,,4,,,,,0,,,37335,2190,,,42348,,,8234,,403,0,,,,,9303,,,0,51912,2156,,,,,45644,2598,51912,2156
5/9/2020,NE,92,,2,,,,,0,,,35145,1923,,,40586,,,7831,,641,0,,,,,8914,,,0,49756,4479,,,,,43046,2564,49756,4479
5/8/2020,NE,90,,4,,,,,0,,,33222,2235,,,36930,,,7190,,419,0,,,,,8092,,,0,45277,3054,,,,,40482,2653,45277,3054
5/7/2020,NE,86,,4,,,,,0,,,30987,1297,,,34617,,,6771,,333,0,,,,,7354,,,0,42223,1987,,,,,37829,1635,42223,1987
5/6/2020,NE,82,,4,,,,,0,,,29690,1164,,,33047,,,6438,,355,0,,,,,6943,,,0,40236,1737,,,,,36194,1519,40236,1737
5/5/2020,NE,78,,0,,,,,0,,,28526,682,,,31719,,,6083,,173,0,,,,,6535,,,0,38499,2153,,,,,34675,856,38499,2153
5/4/2020,NE,78,,2,,,,,0,,,27844,1908,,,30055,,,5910,,584,0,,,,,6055,,,0,36346,1651,,,,,33819,2487,36346,1651
5/3/2020,NE,76,,3,,,,,0,,,25936,1426,,,28774,,,5326,,488,0,,,,,5689,,,0,34695,1772,,,,,31332,1775,34695,1772
5/2/2020,NE,73,,3,,,,,0,,,24510,1406,,,27364,,,4838,,557,0,,,,,5332,,,0,32923,2124,,,,,29557,1980,32923,2124
5/1/2020,NE,70,,2,,,,,0,,,23104,1567,,,25834,,,4281,,497,0,,,,,4770,,,0,30799,2672,,,,,27577,2079,30799,2672
4/30/2020,NE,68,,13,,,,,0,,,21537,1280,,,23776,,,3784,,410,0,,,,,4171,,,0,28127,1958,,,,,25498,1700,28127,1958
4/29/2020,NE,55,,0,,,,,0,,,20257,10,,,22301,,,3374,,16,0,,,,,3704,,,0,26169,18,,,,,23798,26,26169,18
4/28/2020,NE,55,,-1,,,,,0,,,20247,912,,,22295,,,3358,,330,0,,,,,3692,,,0,26151,1249,,,,,23772,1247,26151,1249
4/27/2020,NE,56,,3,,,,,0,,,19335,839,,,21377,,,3028,,296,0,,,,,3364,,,0,24902,1281,,,,,22525,1148,24902,1281
4/26/2020,NE,53,,3,,,,,0,,,18496,944,,,20415,,,2732,,311,0,,,,,3047,,,0,23621,1473,,,,,21377,1265,23621,1473
4/25/2020,NE,50,,3,,,,,0,,,17552,1064,,,19283,,,2421,,297,0,,,,,2710,,,0,22148,1632,,,,,20112,1411,22148,1632
4/24/2020,NE,47,,2,,,,,0,,,16488,941,,,18011,,,2124,,311,0,,,,,2357,,,0,20516,1557,,,,,18701,1307,20516,1557
4/23/2020,NE,45,,7,,,,,0,,,15547,590,,,16863,,,1813,,91,0,,,,,1953,,,0,18959,513,,,,,17394,581,18959,513
4/22/2020,NE,38,,5,,,,,0,,,14957,233,,,16415,,,1722,,74,0,,,,,1892,,,0,18446,447,,,,,16813,335,18446,447
4/21/2020,NE,33,,5,,,,,0,,,14724,518,,,16092,,,1648,,174,0,,,,,1777,,,0,17999,808,,,,,16478,722,17999,808
4/20/2020,NE,28,,0,,,,,0,,,14206,918,,,15483,,,1474,,187,0,,,,,1583,,,0,17191,1125,,,,,15756,1104,17191,1125
4/19/2020,NE,28,,4,,,,,0,,,13288,749,,,14558,,,1287,,149,0,,,,,1385,,,0,16066,1064,,,,,14652,899,16066,1064
4/18/2020,NE,24,,0,,,,,0,,,12539,501,,,13651,,,1138,,72,0,,,,,1231,,,0,15002,525,,,,,13753,580,15002,525
4/17/2020,NE,24,,3,,,,,0,,,12038,696,,,13197,,,1066,,114,0,,,,,1160,,,0,14477,790,,,,,13173,849,14477,790
4/16/2020,NE,21,,1,,,,,0,,,11342,514,,,12519,,,952,,51,0,,,,,1055,,,0,13687,731,,,,,12324,567,13687,731
4/15/2020,NE,20,,2,,,,,0,,,10828,342,,,11877,,,901,,30,0,,,,,972,,,0,12956,788,,,,,11757,373,12956,788
4/14/2020,NE,18,,1,,,,,0,,,10486,328,,,11199,,,871,,57,0,,,,,866,,,0,12168,455,,,,,11384,393,12168,455
4/13/2020,NE,17,,0,,,,,0,,,10158,258,,,10805,,,814,,23,0,,,,,814,,,0,11713,734,,,,,10991,794,11713,734
4/12/2020,NE,17,,0,,,,,0,,,9900,615,,,10166,,,791,,91,0,,,,,721,,,0,10979,809,,,,,10197,190,10979,809
4/11/2020,NE,17,,2,,,,,0,,,9285,566,,,9412,,,700,,65,0,,,,,668,,,0,10170,675,,,,,10007,632,10170,675
4/10/2020,NE,15,,1,,,,,0,,,8719,603,,,8806,,,635,,68,0,,,,,605,,,0,9495,812,,,,,9375,523,9495,812
4/9/2020,NE,14,,2,,,,,0,,,8116,674,,,8056,,,567,,48,0,,,,,549,,,0,8683,667,,,,,8852,785,8683,667
4/8/2020,NE,12,,2,,,,,0,,,7442,631,,,7439,,,519,,72,0,,,,,502,,,0,8016,561,,,,,8067,798,8016,561
4/7/2020,NE,10,,2,,,,,0,,,6811,433,,,6933,,,447,,38,0,,,,,452,,,0,7455,1083,,,,,7269,473,7455,1083
4/6/2020,NE,8,,0,,,,,0,,,6378,820,,,5917,,,409,,46,0,,,,,385,,,0,6372,423,,,,,6796,863,6372,423
4/5/2020,NE,8,,2,,,,,0,,,5558,500,,,5535,,,363,,42,0,,,,,346,,,0,5949,659,,,,,5933,544,5949,659
4/4/2020,NE,6,,0,,,,,0,,,5058,571,,,4922,,,321,,42,0,,,,,302,,,0,5290,391,,,,,5389,612,5290,391
4/3/2020,NE,6,,1,,,,,0,,,4487,509,,,4560,,,279,,33,0,,,,,276,,,0,4899,762,,,,,4777,542,4899,762
4/2/2020,NE,5,,1,,,,,0,,,3978,503,,,3862,,,246,,36,0,,,,,216,,,0,4137,718,,,,,4235,542,4137,718
4/1/2020,NE,4,,1,,,,,0,,,3475,544,,,3187,,,210,,38,0,,,,,175,,,0,3419,417,,,,,3693,582,3419,417
3/31/2020,NE,3,,1,,,,,0,,,2931,347,,,2803,,,172,,27,0,,,,,148,,,0,3002,391,,,,,3111,377,3002,391
3/30/2020,NE,2,,0,,,,,0,,,2584,616,,,2434,,,145,,37,0,,,,,127,,,0,2611,353,,,,,2734,389,2611,353
3/29/2020,NE,2,,0,,,,,0,,,1968,64,,,2103,,,108,,12,0,,,,,105,,,0,2258,338,,,,,2345,339,2258,338
3/28/2020,NE,2,,2,,,,,0,,,1904,143,,,1802,,,96,,11,0,,,,,78,,,0,1920,189,,,,,2006,103,1920,189
3/27/2020,NE,0,,0,,,,,0,,,1761,177,,,1631,,,85,,12,0,,,,,61,,,0,1731,199,,,,,1903,1903,1731,199
3/26/2020,NE,0,,0,,,,,0,,,1584,280,,,1440,,,73,,12,0,,,,,57,,,0,1532,123,,,,,,0,1532,123
3/25/2020,NE,0,,0,,,,,0,,,1304,329,,,1328,,,61,,9,0,,,,,47,,,0,1409,196,,,,,,0,1409,196
3/24/2020,NE,0,,0,,,,,0,,,975,619,,,1143,,,52,,2,0,,,,,37,,,0,1213,178,,,,,,0,1213,178
3/23/2020,NE,0,,0,,,,,0,,,356,0,,,975,,,50,,2,0,,,,,31,,,0,1035,102,,,,,,0,1035,102
3/22/2020,NE,0,,0,,,,,0,,,356,0,,,879,,,48,,10,0,,,,,27,,,0,933,164,,,,,,0,933,164
3/21/2020,NE,0,,0,,,,,0,,,356,116,,,728,,,38,,6,0,,,,,21,,,0,769,85,,,,,,0,769,85
3/20/2020,NE,0,,0,,,,,0,,,240,0,,,648,,,32,,5,0,,,,,16,,,0,684,117,,,,,,0,684,117
3/19/2020,NE,0,,0,,,,,0,,,240,34,,,538,,,27,,3,0,,,,,9,,,0,567,94,,,,,,0,567,94
3/18/2020,NE,,,0,,,,,0,,,206,0,,,446,,,24,,3,0,,,,,7,,,0,473,97,,,,,,0,473,97
3/17/2020,NE,,,0,,,,,0,,,206,36,,,351,,,21,,3,0,,,,,6,,,0,376,76,,,,,,0,376,76
3/16/2020,NE,,,0,,,,,0,,,170,90,,,276,,,18,,1,0,,,,,5,,,0,300,54,,,,,,0,300,54
3/15/2020,NE,,,0,,,,,0,,,80,0,,,222,,,17,,3,0,,,,,5,,,0,246,29,,,,,,0,246,29
3/14/2020,NE,,,0,,,,,0,,,80,0,,,195,,,14,,1,0,,,,,3,,,0,217,13,,,,,,0,217,13
3/13/2020,NE,,,0,,,,,0,,,80,0,,,185,,,13,,3,0,,,,,0,,,0,204,33,,,,,,0,204,33
3/12/2020,NE,,,0,,,,,0,,,80,33,,,152,,,10,,5,0,,,,,0,,,0,171,21,,,,,,0,171,21
3/11/2020,NE,,,0,,,,,0,,,47,0,,,134,,,5,,2,0,,,,,0,,,0,150,34,,,,,,0,150,34
3/10/2020,NE,,,0,,,,,0,,,47,11,,,102,,,3,,0,0,,,,,0,,,0,116,15,,,,,,0,116,15
3/9/2020,NE,,,0,,,,,0,,,36,19,,,88,,,3,,2,0,,,,,0,,,0,101,9,,,,,,0,101,9
3/8/2020,NE,,,0,,,,,0,,,17,0,,,81,,,1,,0,0,,,,,0,,,0,92,13,,,,,,0,92,13
3/7/2020,NE,,,0,,,,,0,,,17,0,,,69,,,1,,1,0,,,,,0,,,0,79,7,,,,,,0,79,7
3/6/2020,NE,,,0,,,,,0,,,17,0,,,64,,,0,,0,0,,,,,0,,,0,72,6,,,,,,0,72,6
3/5/2020,NE,,,0,,,,,0,,,17,17,,,58,,,0,,0,0,,,,,0,,,0,66,18,,,,,,0,66,18
3/4/2020,NE,,,0,,,,,0,,,,0,,,43,,,,,0,0,,,,,0,,,0,48,0,,,,,,0,48,0
3/3/2020,NE,,,0,,,,,0,,,,0,,,43,,,,,0,0,,,,,0,,,0,48,12,,,,,,0,48,12
3/2/2020,NE,,,0,,,,,0,,,,0,,,33,,,,,0,0,,,,,0,,,0,36,0,,,,,,0,36,0
3/1/2020,NE,,,0,,,,,0,,,,0,,,33,,,,,0,0,,,,,0,,,0,36,11,,,,,,0,36,11
2/29/2020,NE,,,0,,,,,0,,,,0,,,24,,,,,0,0,,,,,0,,,0,25,15,,,,,,0,25,15
2/28/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/27/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/26/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/25/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/24/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/23/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/22/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0
2/21/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,1,,,,,,0,10,1
2/20/2020,NE,,,0,,,,,0,,,,0,,,8,,,,,0,0,,,,,0,,,0,9,0,,,,,,0,9,0
2/19/2020,NE,,,0,,,,,0,,,,0,,,8,,,,,0,0,,,,,0,,,0,9,6,,,,,,0,9,6
2/18/2020,NE,,,0,,,,,0,,,,0,,,2,,,,,0,0,,,,,0,,,0,3,0,,,,,,0,3,0
2/17/2020,NE,,,0,,,,,0,,,,0,,,2,,,,,0,0,,,,,0,,,0,3,0,,,,,,0,3,0
